indicator_code;region_slug;period;value
ceni-ai95;vladimirskaya-oblast;201112;28.35
ceni-ai95;vladimirskaya-oblast;201201;28.31
ceni-ai95;vladimirskaya-oblast;201202;28.29
ceni-ai95;vladimirskaya-oblast;201203;28.3
ceni-ai95;vladimirskaya-oblast;201204;28.62
ceni-ai95;vladimirskaya-oblast;201205;29.16
ceni-ai95;vladimirskaya-oblast;201206;29.27
ceni-ai95;vladimirskaya-oblast;201207;29.25
ceni-ai95;vladimirskaya-oblast;201208;29.51
ceni-ai95;vladimirskaya-oblast;201209;30.17
ceni-ai95;vladimirskaya-oblast;201210;30.73
ceni-ai95;vladimirskaya-oblast;201211;30.67
ceni-ai95;vladimirskaya-oblast;201212;30.34
ceni-ai95;vladimirskaya-oblast;201301;30.56
ceni-ai95;vladimirskaya-oblast;201302;30.72
ceni-ai95;vladimirskaya-oblast;201303;30.94
ceni-ai95;vladimirskaya-oblast;201304;30.71
ceni-ai95;vladimirskaya-oblast;201305;30.69
ceni-ai95;vladimirskaya-oblast;201306;30.67
ceni-ai95;vladimirskaya-oblast;201307;30.93
ceni-ai95;vladimirskaya-oblast;201308;32.44
ceni-ai95;vladimirskaya-oblast;201309;32.73
ceni-ai95;vladimirskaya-oblast;201310;32.74
ceni-ai95;vladimirskaya-oblast;201311;32.61
ceni-ai95;vladimirskaya-oblast;201312;32.65
ceni-ai95;vladimirskaya-oblast;201401;32.65
ceni-ai95;vladimirskaya-oblast;201402;32.67
ceni-ai95;vladimirskaya-oblast;201403;33.35
ceni-ai95;vladimirskaya-oblast;201404;33.42
ceni-ai95;vladimirskaya-oblast;201405;33.68
ceni-ai95;vladimirskaya-oblast;201406;33.75
ceni-ai95;vladimirskaya-oblast;201407;34.33
ceni-ai95;vladimirskaya-oblast;201408;34.78
ceni-ai95;vladimirskaya-oblast;201409;34.93
ceni-ai95;vladimirskaya-oblast;201410;35.47
ceni-ai95;vladimirskaya-oblast;201411;35.86
ceni-ai95;vladimirskaya-oblast;201412;35.16
ceni-ai95;vladimirskaya-oblast;201501;35.35
ceni-ai95;vladimirskaya-oblast;201502;35.32
ceni-ai95;vladimirskaya-oblast;201503;35.35
ceni-ai95;vladimirskaya-oblast;201504;35.47
ceni-ai95;vladimirskaya-oblast;201505;35.47
ceni-ai95;vladimirskaya-oblast;201506;35.61
ceni-ai95;vladimirskaya-oblast;201507;36.53
ceni-ai95;vladimirskaya-oblast;201508;36.89
ceni-ai95;vladimirskaya-oblast;201509;37.22
ceni-ai95;vladimirskaya-oblast;201510;37.2
ceni-ai95;vladimirskaya-oblast;201511;37.13
ceni-ai95;vladimirskaya-oblast;201512;37.03
ceni-ai95;vladimirskaya-oblast;201601;36.84
ceni-ai95;vladimirskaya-oblast;201602;36.82
ceni-ai95;vladimirskaya-oblast;201603;37.26
ceni-ai95;vladimirskaya-oblast;201604;37.52
ceni-ai95;vladimirskaya-oblast;201605;37.38
ceni-ai95;vladimirskaya-oblast;201606;37.63
ceni-ai95;vladimirskaya-oblast;201607;37.95
ceni-ai95;vladimirskaya-oblast;201608;38.03
ceni-ai95;vladimirskaya-oblast;201609;38.07
ceni-ai95;vladimirskaya-oblast;201610;38.0
ceni-ai95;vladimirskaya-oblast;201611;38.05
ceni-ai95;vladimirskaya-oblast;201612;38.29
ceni-ai95;vladimirskaya-oblast;201701;38.36
ceni-ai95;vladimirskaya-oblast;201702;38.69
ceni-ai95;vladimirskaya-oblast;201703;38.79
ceni-ai95;vladimirskaya-oblast;201704;39.12
ceni-ai95;vladimirskaya-oblast;201705;39.29
ceni-ai95;vladimirskaya-oblast;201706;39.38
ceni-ai95;vladimirskaya-oblast;201707;39.37
ceni-ai95;vladimirskaya-oblast;201708;39.44
ceni-ai95;vladimirskaya-oblast;201709;39.71
ceni-ai95;vladimirskaya-oblast;201710;39.86
ceni-ai95;vladimirskaya-oblast;201711;40.11
ceni-ai95;vladimirskaya-oblast;201712;40.47
ceni-ai95;vladimirskaya-oblast;201801;40.5
ceni-ai95;vladimirskaya-oblast;201802;40.52
ceni-ai95;vladimirskaya-oblast;201803;40.52
ceni-ai95;vladimirskaya-oblast;201804;41.38
ceni-ai95;vladimirskaya-oblast;201805;43.98
ceni-ai95;vladimirskaya-oblast;201806;45.25
ceni-ai95;vladimirskaya-oblast;201807;44.54
ceni-ai95;vladimirskaya-oblast;201808;44.27
ceni-ai95;vladimirskaya-oblast;201809;44.64
ceni-ai95;vladimirskaya-oblast;201810;44.95
ceni-ai95;vladimirskaya-oblast;201811;45.12
ceni-ai95;vladimirskaya-oblast;201812;44.66
ceni-ai95;vladimirskaya-oblast;201901;45.05
ceni-ai95;vladimirskaya-oblast;201902;44.55
ceni-ai95;vladimirskaya-oblast;201903;44.53
ceni-ai95;vladimirskaya-oblast;201904;44.64
ceni-ai95;vladimirskaya-oblast;201905;45.07
ceni-ai95;vladimirskaya-oblast;201906;45.22
ceni-ai95;vladimirskaya-oblast;201907;45.39
ceni-ai95;vladimirskaya-oblast;201908;45.41
ceni-ai95;vladimirskaya-oblast;201909;45.41
ceni-ai95;vladimirskaya-oblast;201910;45.45
ceni-ai95;vladimirskaya-oblast;201911;45.47
ceni-ai95;vladimirskaya-oblast;201912;45.45
ceni-ai95;vladimirskaya-oblast;202001;45.42
ceni-ai95;vladimirskaya-oblast;202002;45.56
ceni-ai95;vladimirskaya-oblast;202003;45.69
ceni-ai95;vladimirskaya-oblast;202004;45.54
ceni-ai95;vladimirskaya-oblast;202005;45.49
ceni-ai95;vladimirskaya-oblast;202006;46.32
ceni-ai95;vladimirskaya-oblast;202007;46.9
ceni-ai95;vladimirskaya-oblast;202008;46.89
ceni-ai95;vladimirskaya-oblast;202009;46.95
ceni-ai95;vladimirskaya-oblast;202010;47.09
ceni-ai95;vladimirskaya-oblast;202011;46.88
ceni-ai95;vladimirskaya-oblast;202012;46.92
ceni-ai95;vladimirskaya-oblast;202101;47.56
ceni-ai95;vladimirskaya-oblast;202102;47.91
ceni-ai95;vladimirskaya-oblast;202103;48.44
ceni-ai95;vladimirskaya-oblast;202104;48.54
ceni-ai95;vladimirskaya-oblast;202105;48.72
ceni-ai95;vladimirskaya-oblast;202106;48.85
ceni-ai95;vladimirskaya-oblast;202107;49.37
ceni-ai95;vladimirskaya-oblast;202108;49.88
ceni-ai95;vladimirskaya-oblast;202109;49.51
ceni-ai95;vladimirskaya-oblast;202110;49.91
ceni-ai95;vladimirskaya-oblast;202111;50.2
ceni-ai95;vladimirskaya-oblast;202112;50.6
ceni-ai95;vladimirskaya-oblast;202201;51.21
ceni-ai95;vladimirskaya-oblast;202202;51.28
ceni-ai95;vladimirskaya-oblast;202203;51.05
ceni-ai95;vladimirskaya-oblast;202204;50.89
ceni-ai95;vladimirskaya-oblast;202205;50.78
ceni-ai95;vladimirskaya-oblast;202206;50.77
ceni-ai95;vladimirskaya-oblast;202207;50.79
ceni-ai95;vladimirskaya-oblast;202208;51.21
ceni-ai95;vladimirskaya-oblast;202209;51.11
ceni-ai95;vladimirskaya-oblast;202210;51.02
ceni-ai95;vladimirskaya-oblast;202211;51.0
ceni-ai95;vladimirskaya-oblast;202212;51.0
ceni-ai95;vladimirskaya-oblast;202301;50.94
ceni-ai95;vladimirskaya-oblast;202302;50.89
ceni-ai95;vladimirskaya-oblast;202303;50.93
ceni-ai95;vladimirskaya-oblast;202304;51.0
ceni-ai95;vladimirskaya-oblast;202305;51.87
ceni-ai95;vladimirskaya-oblast;202306;52.45
ceni-ai95;vladimirskaya-oblast;202307;53.68
ceni-ai95;vladimirskaya-oblast;202308;55.08
ceni-ai95;vladimirskaya-oblast;202309;55.79
ceni-ai95;vladimirskaya-oblast;202310;54.94
ceni-ai95;vladimirskaya-oblast;202311;54.63
ceni-ai95;vladimirskaya-oblast;202312;54.67
ceni-ai95;vladimirskaya-oblast;202401;54.94
ceni-ai95;vladimirskaya-oblast;202402;54.96
ceni-ai95;vladimirskaya-oblast;202403;54.97
ceni-ai95;vladimirskaya-oblast;202404;55.16
ceni-ai95;vladimirskaya-oblast;202405;55.39
ceni-ai95;vladimirskaya-oblast;202406;55.83
ceni-ai95;vladimirskaya-oblast;202407;57.65
ceni-ai95;vladimirskaya-oblast;202408;58.32
ceni-ai95;vladimirskaya-oblast;202409;58.8
ceni-ai95;vladimirskaya-oblast;202410;58.59
ceni-ai95;vladimirskaya-oblast;202411;59.18
ceni-ai95;vladimirskaya-oblast;202412;59.99
ceni-ai95;vladimirskaya-oblast;202501;60.41
ceni-ai95;vladimirskaya-oblast;202502;60.64
ceni-ai95;vladimirskaya-oblast;202503;60.85
ceni-ai95;vladimirskaya-oblast;202504;61.21
ceni-ai95;vladimirskaya-oblast;202505;61.3
ceni-ai95;vladimirskaya-oblast;202506;61.6
ceni-ai95;vladimirskaya-oblast;202507;62.66
ceni-ai95;vladimirskaya-oblast;202508;64.2
ceni-ai95;vladimirskaya-oblast;202509;66.86
ceni-ai95;vladimirskaya-oblast;202510;67.61
ceni-ai95;vladimirskaya-oblast;202511;66.21
ceni-ai95;vladimirskaya-oblast;202512;66.29
ceni-ai95;vladimirskaya-oblast;202601;67.04
ceni-ai95;vladimirskaya-oblast;202602;67.76
ceni-ai95;vladimirskaya-oblast;202603;68.26
ceni-ai95;vladimirskaya-oblast;202604;68.85
ceni-ai95;vladimirskaya-oblast;202605;70.19
ceni-ai95;vladimirskaya-oblast;202606;79.39
ceni-ai95;vladimirskaya-oblast;202607;82.89
ceni-ai95;volgogradskaya-oblast;200301;10.74
ceni-ai95;volgogradskaya-oblast;200302;11.4
ceni-ai95;volgogradskaya-oblast;200303;11.4
ceni-ai95;volgogradskaya-oblast;200304;11.7
ceni-ai95;volgogradskaya-oblast;200305;11.7
ceni-ai95;volgogradskaya-oblast;200306;11.7
ceni-ai95;volgogradskaya-oblast;200307;11.84
ceni-ai95;volgogradskaya-oblast;200308;11.84
ceni-ai95;volgogradskaya-oblast;200309;12.12
ceni-ai95;volgogradskaya-oblast;200310;12.26
ceni-ai95;volgogradskaya-oblast;200311;12.26
ceni-ai95;volgogradskaya-oblast;200312;12.26
ceni-ai95;volgogradskaya-oblast;200401;12.26
ceni-ai95;volgogradskaya-oblast;200402;12.26
ceni-ai95;volgogradskaya-oblast;200403;12.26
ceni-ai95;volgogradskaya-oblast;200404;12.23
ceni-ai95;volgogradskaya-oblast;200405;13.18
ceni-ai95;volgogradskaya-oblast;200406;14.3
ceni-ai95;volgogradskaya-oblast;200407;14.5
ceni-ai95;volgogradskaya-oblast;200408;14.8
ceni-ai95;volgogradskaya-oblast;200409;15.56
ceni-ai95;volgogradskaya-oblast;200410;15.56
ceni-ai95;volgogradskaya-oblast;200411;15.56
ceni-ai95;volgogradskaya-oblast;200412;14.72
ceni-ai95;volgogradskaya-oblast;200501;14.7
ceni-ai95;volgogradskaya-oblast;200502;14.7
ceni-ai95;volgogradskaya-oblast;200503;14.7
ceni-ai95;volgogradskaya-oblast;200504;14.76
ceni-ai95;volgogradskaya-oblast;200505;15.11
ceni-ai95;volgogradskaya-oblast;200506;15.9
ceni-ai95;volgogradskaya-oblast;200507;16.4
ceni-ai95;volgogradskaya-oblast;200508;17.1
ceni-ai95;volgogradskaya-oblast;200509;17.71
ceni-ai95;volgogradskaya-oblast;200510;17.71
ceni-ai95;volgogradskaya-oblast;200511;17.71
ceni-ai95;volgogradskaya-oblast;200512;17.71
ceni-ai95;volgogradskaya-oblast;200601;17.71
ceni-ai95;volgogradskaya-oblast;200602;17.71
ceni-ai95;volgogradskaya-oblast;200603;17.71
ceni-ai95;volgogradskaya-oblast;200604;17.71
ceni-ai95;volgogradskaya-oblast;200605;17.7
ceni-ai95;volgogradskaya-oblast;200606;17.9
ceni-ai95;volgogradskaya-oblast;200607;18.14
ceni-ai95;volgogradskaya-oblast;200608;20.0
ceni-ai95;volgogradskaya-oblast;200609;20.0
ceni-ai95;volgogradskaya-oblast;200610;20.0
ceni-ai95;volgogradskaya-oblast;200611;20.0
ceni-ai95;volgogradskaya-oblast;200612;20.0
ceni-ai95;volgogradskaya-oblast;200701;20.0
ceni-ai95;volgogradskaya-oblast;200702;20.0
ceni-ai95;volgogradskaya-oblast;200703;20.0
ceni-ai95;volgogradskaya-oblast;200704;20.0
ceni-ai95;volgogradskaya-oblast;200705;20.0
ceni-ai95;volgogradskaya-oblast;200706;20.0
ceni-ai95;volgogradskaya-oblast;200707;20.0
ceni-ai95;volgogradskaya-oblast;200708;20.39
ceni-ai95;volgogradskaya-oblast;200709;20.5
ceni-ai95;volgogradskaya-oblast;200710;20.5
ceni-ai95;volgogradskaya-oblast;200711;20.5
ceni-ai95;volgogradskaya-oblast;200712;21.5
ceni-ai95;volgogradskaya-oblast;200801;21.96
ceni-ai95;volgogradskaya-oblast;200802;21.96
ceni-ai95;volgogradskaya-oblast;200803;21.96
ceni-ai95;volgogradskaya-oblast;200804;22.91
ceni-ai95;volgogradskaya-oblast;200805;23.49
ceni-ai95;volgogradskaya-oblast;200806;24.12
ceni-ai95;volgogradskaya-oblast;200807;24.74
ceni-ai95;volgogradskaya-oblast;200808;24.74
ceni-ai95;volgogradskaya-oblast;200809;24.74
ceni-ai95;volgogradskaya-oblast;200810;24.68
ceni-ai95;volgogradskaya-oblast;200811;24.42
ceni-ai95;volgogradskaya-oblast;200812;24.02
ceni-ai95;volgogradskaya-oblast;200901;23.11
ceni-ai95;volgogradskaya-oblast;200902;20.5
ceni-ai95;volgogradskaya-oblast;200903;20.3
ceni-ai95;volgogradskaya-oblast;200904;19.82
ceni-ai95;volgogradskaya-oblast;200905;19.82
ceni-ai95;volgogradskaya-oblast;200906;20.71
ceni-ai95;volgogradskaya-oblast;200907;21.89
ceni-ai95;volgogradskaya-oblast;200908;23.04
ceni-ai95;volgogradskaya-oblast;200909;23.08
ceni-ai95;volgogradskaya-oblast;200910;23.02
ceni-ai95;volgogradskaya-oblast;200911;23.02
ceni-ai95;volgogradskaya-oblast;200912;22.44
ceni-ai95;volgogradskaya-oblast;201001;21.44
ceni-ai95;volgogradskaya-oblast;201002;22.41
ceni-ai95;volgogradskaya-oblast;201003;22.41
ceni-ai95;volgogradskaya-oblast;201004;23.41
ceni-ai95;volgogradskaya-oblast;201005;23.91
ceni-ai95;volgogradskaya-oblast;201006;23.91
ceni-ai95;volgogradskaya-oblast;201007;24.91
ceni-ai95;volgogradskaya-oblast;201008;24.91
ceni-ai95;volgogradskaya-oblast;201009;24.91
ceni-ai95;volgogradskaya-oblast;201010;24.91
ceni-ai95;volgogradskaya-oblast;201011;25.07
ceni-ai95;volgogradskaya-oblast;201012;25.09
ceni-ai95;volgogradskaya-oblast;201101;25.62
ceni-ai95;volgogradskaya-oblast;201102;25.15
ceni-ai95;volgogradskaya-oblast;201103;25.15
ceni-ai95;volgogradskaya-oblast;201104;25.24
ceni-ai95;volgogradskaya-oblast;201105;26.73
ceni-ai95;volgogradskaya-oblast;201106;26.84
ceni-ai95;volgogradskaya-oblast;201107;26.97
ceni-ai95;volgogradskaya-oblast;201108;27.33
ceni-ai95;volgogradskaya-oblast;201109;27.33
ceni-ai95;volgogradskaya-oblast;201110;27.64
ceni-ai95;volgogradskaya-oblast;201111;27.94
ceni-ai95;volgogradskaya-oblast;201112;27.94
ceni-ai95;volgogradskaya-oblast;201201;28.1
ceni-ai95;volgogradskaya-oblast;201202;28.1
ceni-ai95;volgogradskaya-oblast;201203;28.15
ceni-ai95;volgogradskaya-oblast;201204;28.66
ceni-ai95;volgogradskaya-oblast;201205;29.02
ceni-ai95;volgogradskaya-oblast;201206;29.05
ceni-ai95;volgogradskaya-oblast;201207;29.06
ceni-ai95;volgogradskaya-oblast;201208;29.47
ceni-ai95;volgogradskaya-oblast;201209;29.73
ceni-ai95;volgogradskaya-oblast;201210;30.11
ceni-ai95;volgogradskaya-oblast;201211;30.16
ceni-ai95;volgogradskaya-oblast;201212;30.16
ceni-ai95;volgogradskaya-oblast;201301;30.57
ceni-ai95;volgogradskaya-oblast;201302;30.74
ceni-ai95;volgogradskaya-oblast;201303;31.08
ceni-ai95;volgogradskaya-oblast;201304;30.72
ceni-ai95;volgogradskaya-oblast;201305;30.61
ceni-ai95;volgogradskaya-oblast;201306;30.49
ceni-ai95;volgogradskaya-oblast;201307;30.65
ceni-ai95;volgogradskaya-oblast;201308;31.65
ceni-ai95;volgogradskaya-oblast;201309;31.99
ceni-ai95;volgogradskaya-oblast;201310;32.04
ceni-ai95;volgogradskaya-oblast;201311;32.12
ceni-ai95;volgogradskaya-oblast;201312;32.12
ceni-ai95;volgogradskaya-oblast;201401;32.28
ceni-ai95;volgogradskaya-oblast;201402;32.29
ceni-ai95;volgogradskaya-oblast;201403;32.9
ceni-ai95;volgogradskaya-oblast;201404;33.02
ceni-ai95;volgogradskaya-oblast;201405;33.24
ceni-ai95;volgogradskaya-oblast;201406;33.24
ceni-ai95;volgogradskaya-oblast;201407;33.74
ceni-ai95;volgogradskaya-oblast;201408;34.41
ceni-ai95;volgogradskaya-oblast;201409;34.81
ceni-ai95;volgogradskaya-oblast;201410;35.23
ceni-ai95;volgogradskaya-oblast;201411;35.45
ceni-ai95;volgogradskaya-oblast;201412;35.05
ceni-ai95;volgogradskaya-oblast;201501;35.47
ceni-ai95;volgogradskaya-oblast;201502;35.41
ceni-ai95;volgogradskaya-oblast;201503;35.41
ceni-ai95;volgogradskaya-oblast;201504;35.61
ceni-ai95;volgogradskaya-oblast;201505;35.63
ceni-ai95;volgogradskaya-oblast;201506;35.6
ceni-ai95;volgogradskaya-oblast;201507;36.21
ceni-ai95;volgogradskaya-oblast;201508;36.75
ceni-ai95;volgogradskaya-oblast;201509;37.23
ceni-ai95;volgogradskaya-oblast;201510;37.29
ceni-ai95;volgogradskaya-oblast;201511;37.24
ceni-ai95;volgogradskaya-oblast;201512;37.26
ceni-ai95;volgogradskaya-oblast;201601;37.16
ceni-ai95;volgogradskaya-oblast;201602;37.13
ceni-ai95;volgogradskaya-oblast;201603;37.55
ceni-ai95;volgogradskaya-oblast;201604;37.78
ceni-ai95;volgogradskaya-oblast;201605;37.78
ceni-ai95;volgogradskaya-oblast;201606;38.11
ceni-ai95;volgogradskaya-oblast;201607;38.59
ceni-ai95;volgogradskaya-oblast;201608;38.84
ceni-ai95;volgogradskaya-oblast;201609;39.0
ceni-ai95;volgogradskaya-oblast;201610;39.0
ceni-ai95;volgogradskaya-oblast;201611;39.08
ceni-ai95;volgogradskaya-oblast;201612;39.22
ceni-ai95;volgogradskaya-oblast;201701;39.44
ceni-ai95;volgogradskaya-oblast;201702;39.47
ceni-ai95;volgogradskaya-oblast;201703;39.67
ceni-ai95;volgogradskaya-oblast;201704;40.04
ceni-ai95;volgogradskaya-oblast;201705;40.28
ceni-ai95;volgogradskaya-oblast;201706;40.7
ceni-ai95;volgogradskaya-oblast;201707;40.93
ceni-ai95;volgogradskaya-oblast;201708;40.93
ceni-ai95;volgogradskaya-oblast;201709;41.07
ceni-ai95;volgogradskaya-oblast;201710;41.14
ceni-ai95;volgogradskaya-oblast;201711;41.18
ceni-ai95;volgogradskaya-oblast;201712;41.75
ceni-ai95;volgogradskaya-oblast;201801;41.93
ceni-ai95;volgogradskaya-oblast;201802;41.93
ceni-ai95;volgogradskaya-oblast;201803;41.93
ceni-ai95;volgogradskaya-oblast;201804;42.36
ceni-ai95;volgogradskaya-oblast;201805;44.71
ceni-ai95;volgogradskaya-oblast;201806;45.79
ceni-ai95;volgogradskaya-oblast;201807;45.47
ceni-ai95;volgogradskaya-oblast;201808;45.15
ceni-ai95;volgogradskaya-oblast;201809;45.15
ceni-ai95;volgogradskaya-oblast;201810;45.15
ceni-ai95;volgogradskaya-oblast;201811;45.15
ceni-ai95;volgogradskaya-oblast;201812;45.15
ceni-ai95;volgogradskaya-oblast;201901;45.64
ceni-ai95;volgogradskaya-oblast;201902;45.64
ceni-ai95;volgogradskaya-oblast;201903;45.64
ceni-ai95;volgogradskaya-oblast;201904;46.01
ceni-ai95;volgogradskaya-oblast;201905;46.17
ceni-ai95;volgogradskaya-oblast;201906;46.44
ceni-ai95;volgogradskaya-oblast;201907;46.65
ceni-ai95;volgogradskaya-oblast;201908;46.82
ceni-ai95;volgogradskaya-oblast;201909;46.82
ceni-ai95;volgogradskaya-oblast;201910;46.92
ceni-ai95;volgogradskaya-oblast;201911;46.99
ceni-ai95;volgogradskaya-oblast;201912;46.99
ceni-ai95;volgogradskaya-oblast;202001;47.09
ceni-ai95;volgogradskaya-oblast;202002;47.1
ceni-ai95;volgogradskaya-oblast;202003;47.1
ceni-ai95;volgogradskaya-oblast;202004;47.02
ceni-ai95;volgogradskaya-oblast;202005;47.02
ceni-ai95;volgogradskaya-oblast;202006;47.7
ceni-ai95;volgogradskaya-oblast;202007;48.1
ceni-ai95;volgogradskaya-oblast;202008;48.12
ceni-ai95;volgogradskaya-oblast;202009;48.25
ceni-ai95;volgogradskaya-oblast;202010;48.34
ceni-ai95;volgogradskaya-oblast;202011;48.35
ceni-ai95;volgogradskaya-oblast;202012;48.36
ceni-ai95;volgogradskaya-oblast;202101;49.03
ceni-ai95;volgogradskaya-oblast;202102;49.3
ceni-ai95;volgogradskaya-oblast;202103;49.52
ceni-ai95;volgogradskaya-oblast;202104;49.91
ceni-ai95;volgogradskaya-oblast;202105;50.01
ceni-ai95;volgogradskaya-oblast;202106;50.5
ceni-ai95;volgogradskaya-oblast;202107;50.67
ceni-ai95;volgogradskaya-oblast;202108;51.35
ceni-ai95;volgogradskaya-oblast;202109;51.19
ceni-ai95;volgogradskaya-oblast;202110;51.35
ceni-ai95;volgogradskaya-oblast;202111;51.79
ceni-ai95;volgogradskaya-oblast;202112;52.79
ceni-ai95;volgogradskaya-oblast;202201;53.21
ceni-ai95;volgogradskaya-oblast;202202;53.25
ceni-ai95;volgogradskaya-oblast;202203;53.16
ceni-ai95;volgogradskaya-oblast;202204;53.08
ceni-ai95;volgogradskaya-oblast;202205;52.96
ceni-ai95;volgogradskaya-oblast;202206;52.93
ceni-ai95;volgogradskaya-oblast;202207;52.93
ceni-ai95;volgogradskaya-oblast;202208;53.24
ceni-ai95;volgogradskaya-oblast;202209;53.25
ceni-ai95;volgogradskaya-oblast;202210;53.26
ceni-ai95;volgogradskaya-oblast;202211;53.36
ceni-ai95;volgogradskaya-oblast;202212;53.37
ceni-ai95;volgogradskaya-oblast;202301;53.32
ceni-ai95;volgogradskaya-oblast;202302;53.28
ceni-ai95;volgogradskaya-oblast;202303;53.28
ceni-ai95;volgogradskaya-oblast;202304;53.28
ceni-ai95;volgogradskaya-oblast;202305;53.66
ceni-ai95;volgogradskaya-oblast;202306;54.01
ceni-ai95;volgogradskaya-oblast;202307;55.06
ceni-ai95;volgogradskaya-oblast;202308;56.23
ceni-ai95;volgogradskaya-oblast;202309;57.5
ceni-ai95;volgogradskaya-oblast;202310;56.82
ceni-ai95;volgogradskaya-oblast;202311;56.3
ceni-ai95;volgogradskaya-oblast;202312;56.59
ceni-ai95;volgogradskaya-oblast;202401;56.85
ceni-ai95;volgogradskaya-oblast;202402;56.85
ceni-ai95;volgogradskaya-oblast;202403;56.95
ceni-ai95;volgogradskaya-oblast;202404;57.24
ceni-ai95;volgogradskaya-oblast;202405;57.56
ceni-ai95;volgogradskaya-oblast;202406;58.2
ceni-ai95;volgogradskaya-oblast;202407;59.52
ceni-ai95;volgogradskaya-oblast;202408;59.85
ceni-ai95;volgogradskaya-oblast;202409;59.89
ceni-ai95;volgogradskaya-oblast;202410;60.12
ceni-ai95;volgogradskaya-oblast;202411;61.12
ceni-ai95;volgogradskaya-oblast;202412;61.96
ceni-ai95;volgogradskaya-oblast;202501;62.53
ceni-ai95;volgogradskaya-oblast;202502;62.76
ceni-ai95;volgogradskaya-oblast;202503;63.05
ceni-ai95;volgogradskaya-oblast;202504;63.48
ceni-ai95;volgogradskaya-oblast;202505;63.67
ceni-ai95;volgogradskaya-oblast;202506;64.11
ceni-ai95;volgogradskaya-oblast;202507;64.88
ceni-ai95;volgogradskaya-oblast;202508;65.31
ceni-ai95;volgogradskaya-oblast;202509;66.22
ceni-ai95;volgogradskaya-oblast;202510;67.62
ceni-ai95;volgogradskaya-oblast;202511;67.7
ceni-ai95;volgogradskaya-oblast;202512;67.97
ceni-ai95;volgogradskaya-oblast;202601;69.13
ceni-ai95;volgogradskaya-oblast;202602;69.8
ceni-ai95;volgogradskaya-oblast;202603;70.29
ceni-ai95;volgogradskaya-oblast;202604;70.89
ceni-ai95;volgogradskaya-oblast;202605;71.2
ceni-ai95;volgogradskaya-oblast;202606;72.34
ceni-ai95;volgogradskaya-oblast;202607;74.37
ceni-ai95;vologodskaya-oblast;200301;12.17
ceni-ai95;vologodskaya-oblast;200302;12.1
ceni-ai95;vologodskaya-oblast;200303;12.1
ceni-ai95;vologodskaya-oblast;200304;12.1
ceni-ai95;vologodskaya-oblast;200305;12.1
ceni-ai95;vologodskaya-oblast;200306;12.18
ceni-ai95;vologodskaya-oblast;200307;12.1
ceni-ai95;vologodskaya-oblast;200308;12.48
ceni-ai95;vologodskaya-oblast;200309;12.52
ceni-ai95;vologodskaya-oblast;200310;12.61
ceni-ai95;vologodskaya-oblast;200311;12.6
ceni-ai95;vologodskaya-oblast;200312;12.61
ceni-ai95;vologodskaya-oblast;200401;12.66
ceni-ai95;vologodskaya-oblast;200402;12.66
ceni-ai95;vologodskaya-oblast;200403;12.66
ceni-ai95;vologodskaya-oblast;200404;13.03
ceni-ai95;vologodskaya-oblast;200405;13.53
ceni-ai95;vologodskaya-oblast;200406;14.28
ceni-ai95;vologodskaya-oblast;200407;14.3
ceni-ai95;vologodskaya-oblast;200408;14.96
ceni-ai95;vologodskaya-oblast;200409;15.34
ceni-ai95;vologodskaya-oblast;200410;15.37
ceni-ai95;vologodskaya-oblast;200411;15.54
ceni-ai95;vologodskaya-oblast;200412;14.74
ceni-ai95;vologodskaya-oblast;200501;14.67
ceni-ai95;vologodskaya-oblast;200502;14.67
ceni-ai95;vologodskaya-oblast;200503;14.67
ceni-ai95;vologodskaya-oblast;200504;14.74
ceni-ai95;vologodskaya-oblast;200505;15.11
ceni-ai95;vologodskaya-oblast;200506;15.43
ceni-ai95;vologodskaya-oblast;200507;15.94
ceni-ai95;vologodskaya-oblast;200508;16.37
ceni-ai95;vologodskaya-oblast;200509;17.36
ceni-ai95;vologodskaya-oblast;200510;17.49
ceni-ai95;vologodskaya-oblast;200511;17.46
ceni-ai95;vologodskaya-oblast;200512;17.46
ceni-ai95;vologodskaya-oblast;200601;17.46
ceni-ai95;vologodskaya-oblast;200602;17.46
ceni-ai95;vologodskaya-oblast;200603;18.2
ceni-ai95;vologodskaya-oblast;200604;18.46
ceni-ai95;vologodskaya-oblast;200605;18.49
ceni-ai95;vologodskaya-oblast;200606;18.5
ceni-ai95;vologodskaya-oblast;200607;19.39
ceni-ai95;vologodskaya-oblast;200608;20.41
ceni-ai95;vologodskaya-oblast;200609;20.61
ceni-ai95;vologodskaya-oblast;200610;20.52
ceni-ai95;vologodskaya-oblast;200611;20.04
ceni-ai95;vologodskaya-oblast;200612;19.72
ceni-ai95;vologodskaya-oblast;200701;19.72
ceni-ai95;vologodskaya-oblast;200702;19.72
ceni-ai95;vologodskaya-oblast;200703;19.72
ceni-ai95;vologodskaya-oblast;200704;19.72
ceni-ai95;vologodskaya-oblast;200705;20.07
ceni-ai95;vologodskaya-oblast;200706;20.37
ceni-ai95;vologodskaya-oblast;200707;20.37
ceni-ai95;vologodskaya-oblast;200708;21.08
ceni-ai95;vologodskaya-oblast;200709;21.05
ceni-ai95;vologodskaya-oblast;200710;21.05
ceni-ai95;vologodskaya-oblast;200711;21.1
ceni-ai95;vologodskaya-oblast;200712;21.64
ceni-ai95;vologodskaya-oblast;200801;22.41
